sample_id,dataset,source_partition,label_field,label_id,label_name,raw_index,relative_path
cifar10-train-00042,cifar10,official_train,label,2,bird,42,
cifar10-train-00043,cifar10,official_train,label,7,horse,43,
cifar10-train-00044,cifar10,official_train,label,1,automobile,44,
cifar10-train-00045,cifar10,official_train,label,1,automobile,45,
cifar10-train-00046,cifar10,official_train,label,1,automobile,46,
cifar10-train-00047,cifar10,official_train,label,2,bird,47,
cifar10-train-00048,cifar10,official_train,label,2,bird,48,
cifar10-train-00049,cifar10,official_train,label,0,airplane,49,
cifar10-train-00050,cifar10,official_train,label,9,truck,50,
cifar10-train-00051,cifar10,official_train,label,5,dog,51,
cifar10-train-00052,cifar10,official_train,label,7,horse,52,
cifar10-train-00053,cifar10,official_train,label,9,truck,53,
cifar10-train-00054,cifar10,official_train,label,2,bird,54,
cifar10-train-00055,cifar10,official_train,label,2,bird,55,
cifar10-train-00056,cifar10,official_train,label,5,dog,56,
cifar10-train-00057,cifar10,official_train,label,2,bird,57,
cifar10-train-00058,cifar10,official_train,label,4,deer,58,
cifar10-train-00059,cifar10,official_train,label,3,cat,59,
cifar10-train-00060,cifar10,official_train,label,1,automobile,60,
cifar10-train-00061,cifar10,official_train,label,1,automobile,61,
cifar10-train-00062,cifar10,official_train,label,8,ship,62,
cifar10-train-00063,cifar10,official_train,label,2,bird,63,
cifar10-train-00064,cifar10,official_train,label,1,automobile,64,
cifar10-train-00065,cifar10,official_train,label,1,automobile,65,
cifar10-train-00066,cifar10,official_train,label,4,deer,66,
cifar10-train-00067,cifar10,official_train,label,9,truck,67,
cifar10-train-00068,cifar10,official_train,label,7,horse,68,
cifar10-train-00069,cifar10,official_train,label,8,ship,69,
cifar10-train-00070,cifar10,official_train,label,5,dog,70,
cifar10-train-00071,cifar10,official_train,label,9,truck,71,
cifar10-train-00072,cifar10,official_train,label,6,frog,72,
cifar10-train-00073,cifar10,official_train,label,7,horse,73,
cifar10-train-00074,cifar10,official_train,label,3,cat,74,
cifar10-train-00075,cifar10,official_train,label,1,automobile,75,
cifar10-train-00076,cifar10,official_train,label,9,truck,76,
cifar10-train-00077,cifar10,official_train,label,0,airplane,77,
cifar10-train-00078,cifar10,official_train,label,3,cat,78,
cifar10-train-00079,cifar10,official_train,label,1,automobile,79,
cifar10-train-00080,cifar10,official_train,label,3,cat,80,
cifar10-train-00081,cifar10,official_train,label,5,dog,81,
cifar10-train-00082,cifar10,official_train,label,4,deer,82,
cifar10-train-00083,cifar10,official_train,label,5,dog,83,
cifar10-train-00084,cifar10,official_train,label,7,horse,84,
cifar10-train-00085,cifar10,official_train,label,7,horse,85,
cifar10-train-00086,cifar10,official_train,label,4,deer,86,
cifar10-train-00087,cifar10,official_train,label,7,horse,87,
cifar10-train-00088,cifar10,official_train,label,9,truck,88,
cifar10-train-00089,cifar10,official_train,label,4,deer,89,
cifar10-train-00090,cifar10,official_train,label,2,bird,90,
cifar10-train-00091,cifar10,official_train,label,3,cat,91,
cifar10-train-00092,cifar10,official_train,label,8,ship,92,
cifar10-train-00093,cifar10,official_train,label,0,airplane,93,
cifar10-train-00094,cifar10,official_train,label,1,automobile,94,
cifar10-train-00095,cifar10,official_train,label,6,frog,95,
cifar10-train-00096,cifar10,official_train,label,1,automobile,96,
cifar10-train-00097,cifar10,official_train,label,1,automobile,97,
cifar10-train-00098,cifar10,official_train,label,4,deer,98,
cifar10-train-00099,cifar10,official_train,label,1,automobile,99,
cifar10-train-00100,cifar10,official_train,label,8,ship,100,
cifar10-train-00101,cifar10,official_train,label,3,cat,101,
cifar10-train-00102,cifar10,official_train,label,9,truck,102,
cifar10-train-00103,cifar10,official_train,label,6,frog,103,
cifar10-train-00104,cifar10,official_train,label,6,frog,104,
cifar10-train-00105,cifar10,official_train,label,1,automobile,105,
cifar10-train-00106,cifar10,official_train,label,8,ship,106,
cifar10-train-00107,cifar10,official_train,label,5,dog,107,
cifar10-train-00108,cifar10,official_train,label,2,bird,108,
cifar10-train-00109,cifar10,official_train,label,9,truck,109,
cifar10-train-00110,cifar10,official_train,label,9,truck,110,
cifar10-train-00111,cifar10,official_train,label,8,ship,111,
cifar10-train-00112,cifar10,official_train,label,1,automobile,112,
cifar10-train-00113,cifar10,official_train,label,7,horse,113,
cifar10-train-00114,cifar10,official_train,label,7,horse,114,
cifar10-train-00115,cifar10,official_train,label,0,airplane,115,
cifar10-train-00116,cifar10,official_train,label,0,airplane,116,
cifar10-train-00117,cifar10,official_train,label,6,frog,117,
cifar10-train-00118,cifar10,official_train,label,9,truck,118,
cifar10-train-00119,cifar10,official_train,label,1,automobile,119,
cifar10-train-00120,cifar10,official_train,label,2,bird,120,
cifar10-train-00121,cifar10,official_train,label,2,bird,121,
cifar10-train-00122,cifar10,official_train,label,9,truck,122,
cifar10-train-00123,cifar10,official_train,label,2,bird,123,
cifar10-train-00124,cifar10,official_train,label,6,frog,124,
cifar10-train-00125,cifar10,official_train,label,6,frog,125,
cifar10-train-00126,cifar10,official_train,label,1,automobile,126,
cifar10-train-00127,cifar10,official_train,label,9,truck,127,
cifar10-train-00128,cifar10,official_train,label,5,dog,128,
cifar10-train-00129,cifar10,official_train,label,0,airplane,129,
cifar10-train-00130,cifar10,official_train,label,4,deer,130,
cifar10-train-00131,cifar10,official_train,label,7,horse,131,
cifar10-train-00132,cifar10,official_train,label,6,frog,132,
cifar10-train-00133,cifar10,official_train,label,7,horse,133,
cifar10-train-00134,cifar10,official_train,label,1,automobile,134,
cifar10-train-00135,cifar10,official_train,label,8,ship,135,
cifar10-train-00136,cifar10,official_train,label,1,automobile,136,
cifar10-train-00137,cifar10,official_train,label,1,automobile,137,
cifar10-train-00138,cifar10,official_train,label,2,bird,138,
cifar10-train-00139,cifar10,official_train,label,8,ship,139,
cifar10-train-00140,cifar10,official_train,label,1,automobile,140,
cifar10-train-00141,cifar10,official_train,label,3,cat,141,
cifar10-train-00142,cifar10,official_train,label,3,cat,142,
cifar10-train-00143,cifar10,official_train,label,6,frog,143,
cifar10-train-00144,cifar10,official_train,label,2,bird,144,
cifar10-train-00145,cifar10,official_train,label,4,deer,145,
cifar10-train-00146,cifar10,official_train,label,9,truck,146,
cifar10-train-00147,cifar10,official_train,label,9,truck,147,
cifar10-train-00148,cifar10,official_train,label,5,dog,148,
cifar10-train-00149,cifar10,official_train,label,4,deer,149,
cifar10-train-00150,cifar10,official_train,label,3,cat,150,
cifar10-train-00151,cifar10,official_train,label,6,frog,151,
cifar10-train-00152,cifar10,official_train,label,7,horse,152,
cifar10-train-00153,cifar10,official_train,label,4,deer,153,
cifar10-train-00154,cifar10,official_train,label,6,frog,154,
cifar10-train-00155,cifar10,official_train,label,8,ship,155,
cifar10-train-00156,cifar10,official_train,label,5,dog,156,
cifar10-train-00157,cifar10,official_train,label,5,dog,157,
cifar10-train-00158,cifar10,official_train,label,4,deer,158,
cifar10-train-00159,cifar10,official_train,label,3,cat,159,
cifar10-train-00160,cifar10,official_train,label,1,automobile,160,
cifar10-train-00161,cifar10,official_train,label,8,ship,161,
cifar10-train-00162,cifar10,official_train,label,4,deer,162,
cifar10-train-00163,cifar10,official_train,label,7,horse,163,
cifar10-train-00164,cifar10,official_train,label,6,frog,164,
cifar10-train-00165,cifar10,official_train,label,0,airplane,165,
cifar10-train-00166,cifar10,official_train,label,9,truck,166,
cifar10-train-00167,cifar10,official_train,label,5,dog,167,
cifar10-train-00168,cifar10,official_train,label,1,automobile,168,
cifar10-train-00169,cifar10,official_train,label,3,cat,169,
cifar10-train-00170,cifar10,official_train,label,8,ship,170,
cifar10-train-00171,cifar10,official_train,label,2,bird,171,
cifar10-train-00172,cifar10,official_train,label,7,horse,172,
cifar10-train-00173,cifar10,official_train,label,5,dog,173,
cifar10-train-00174,cifar10,official_train,label,3,cat,174,
cifar10-train-00175,cifar10,official_train,label,4,deer,175,
cifar10-train-00176,cifar10,official_train,label,1,automobile,176,
cifar10-train-00177,cifar10,official_train,label,5,dog,177,
cifar10-train-00178,cifar10,official_train,label,7,horse,178,
cifar10-train-00179,cifar10,official_train,label,0,airplane,179,
cifar10-train-00180,cifar10,official_train,label,4,deer,180,
cifar10-train-00181,cifar10,official_train,label,7,horse,181,
cifar10-train-00182,cifar10,official_train,label,5,dog,182,
cifar10-train-00183,cifar10,official_train,label,5,dog,183,
cifar10-train-00184,cifar10,official_train,label,1,automobile,184,
cifar10-train-00185,cifar10,official_train,label,0,airplane,185,
cifar10-train-00186,cifar10,official_train,label,9,truck,186,
cifar10-train-00187,cifar10,official_train,label,6,frog,187,
cifar10-train-00188,cifar10,official_train,label,9,truck,188,
cifar10-train-00189,cifar10,official_train,label,0,airplane,189,
cifar10-train-00190,cifar10,official_train,label,8,ship,190,
cifar10-train-00191,cifar10,official_train,label,7,horse,191,
cifar10-train-00192,cifar10,official_train,label,8,ship,192,
cifar10-train-00193,cifar10,official_train,label,8,ship,193,
cifar10-train-00194,cifar10,official_train,label,2,bird,194,
cifar10-train-00195,cifar10,official_train,label,5,dog,195,
cifar10-train-00196,cifar10,official_train,label,2,bird,196,
cifar10-train-00197,cifar10,official_train,label,3,cat,197,
cifar10-train-00198,cifar10,official_train,label,5,dog,198,
cifar10-train-00199,cifar10,official_train,label,0,airplane,199,
cifar10-train-00200,cifar10,official_train,label,6,frog,200,
cifar10-train-00201,cifar10,official_train,label,1,automobile,201,
cifar10-train-00202,cifar10,official_train,label,9,truck,202,
cifar10-train-00203,cifar10,official_train,label,3,cat,203,
cifar10-train-00204,cifar10,official_train,label,6,frog,204,
cifar10-train-00205,cifar10,official_train,label,9,truck,205,
cifar10-train-00206,cifar10,official_train,label,1,automobile,206,
cifar10-train-00207,cifar10,official_train,label,3,cat,207,
cifar10-train-00208,cifar10,official_train,label,9,truck,208,
cifar10-train-00209,cifar10,official_train,label,6,frog,209,
cifar10-train-00210,cifar10,official_train,label,6,frog,210,
cifar10-train-00211,cifar10,official_train,label,7,horse,211,
cifar10-train-00212,cifar10,official_train,label,1,automobile,212,
cifar10-train-00213,cifar10,official_train,label,0,airplane,213,
cifar10-train-00214,cifar10,official_train,label,9,truck,214,
cifar10-train-00215,cifar10,official_train,label,5,dog,215,
cifar10-train-00216,cifar10,official_train,label,8,ship,216,
cifar10-train-00217,cifar10,official_train,label,5,dog,217,
cifar10-train-00218,cifar10,official_train,label,2,bird,218,
cifar10-train-00219,cifar10,official_train,label,9,truck,219,
cifar10-train-00220,cifar10,official_train,label,0,airplane,220,
cifar10-train-00221,cifar10,official_train,label,8,ship,221,
cifar10-train-00222,cifar10,official_train,label,8,ship,222,
cifar10-train-00223,cifar10,official_train,label,0,airplane,223,
cifar10-train-00224,cifar10,official_train,label,6,frog,224,
cifar10-train-00225,cifar10,official_train,label,9,truck,225,
cifar10-train-00226,cifar10,official_train,label,1,automobile,226,
cifar10-train-00227,cifar10,official_train,label,1,automobile,227,
cifar10-train-00228,cifar10,official_train,label,6,frog,228,
cifar10-train-00229,cifar10,official_train,label,3,cat,229,
cifar10-train-00230,cifar10,official_train,label,7,horse,230,
cifar10-train-00231,cifar10,official_train,label,6,frog,231,
cifar10-train-00232,cifar10,official_train,label,6,frog,232,
cifar10-train-00233,cifar10,official_train,label,0,airplane,233,
cifar10-train-00234,cifar10,official_train,label,6,frog,234,
cifar10-train-00235,cifar10,official_train,label,6,frog,235,
cifar10-train-00236,cifar10,official_train,label,1,automobile,236,
cifar10-train-00237,cifar10,official_train,label,7,horse,237,
cifar10-train-00238,cifar10,official_train,label,1,automobile,238,
cifar10-train-00239,cifar10,official_train,label,5,dog,239,
cifar10-train-00240,cifar10,official_train,label,8,ship,240,
cifar10-train-00241,cifar10,official_train,label,3,cat,241,
cifar10-train-00242,cifar10,official_train,label,6,frog,242,
cifar10-train-00243,cifar10,official_train,label,6,frog,243,
cifar10-train-00244,cifar10,official_train,label,8,ship,244,
cifar10-train-00245,cifar10,official_train,label,6,frog,245,
cifar10-train-00246,cifar10,official_train,label,8,ship,246,
cifar10-train-00247,cifar10,official_train,label,4,deer,247,
cifar10-train-00248,cifar10,official_train,label,6,frog,248,
cifar10-train-00249,cifar10,official_train,label,6,frog,249,
cifar10-train-00250,cifar10,official_train,label,1,automobile,250,
cifar10-train-00251,cifar10,official_train,label,3,cat,251,
cifar10-train-00252,cifar10,official_train,label,8,ship,252,
cifar10-train-00253,cifar10,official_train,label,3,cat,253,
cifar10-train-00254,cifar10,official_train,label,4,deer,254,
cifar10-train-00255,cifar10,official_train,label,1,automobile,255,
cifar10-train-00256,cifar10,official_train,label,7,horse,256,
cifar10-train-00257,cifar10,official_train,label,1,automobile,257,
cifar10-train-00258,cifar10,official_train,label,3,cat,258,
cifar10-train-00259,cifar10,official_train,label,8,ship,259,
cifar10-train-00260,cifar10,official_train,label,5,dog,260,
cifar10-train-00261,cifar10,official_train,label,1,automobile,261,
cifar10-train-00262,cifar10,official_train,label,1,automobile,262,
cifar10-train-00263,cifar10,official_train,label,4,deer,263,
cifar10-train-00264,cifar10,official_train,label,0,airplane,264,
cifar10-train-00265,cifar10,official_train,label,9,truck,265,
cifar10-train-00266,cifar10,official_train,label,3,cat,266,
cifar10-train-00267,cifar10,official_train,label,7,horse,267,
cifar10-train-00268,cifar10,official_train,label,4,deer,268,
cifar10-train-00269,cifar10,official_train,label,9,truck,269,
cifar10-train-00270,cifar10,official_train,label,9,truck,270,
cifar10-train-00271,cifar10,official_train,label,2,bird,271,
cifar10-train-00272,cifar10,official_train,label,4,deer,272,
cifar10-train-00273,cifar10,official_train,label,9,truck,273,
cifar10-train-00274,cifar10,official_train,label,9,truck,274,
cifar10-train-00275,cifar10,official_train,label,1,automobile,275,
cifar10-train-00276,cifar10,official_train,label,0,airplane,276,
cifar10-train-00277,cifar10,official_train,label,5,dog,277,
cifar10-train-00278,cifar10,official_train,label,9,truck,278,
cifar10-train-00279,cifar10,official_train,label,0,airplane,279,
cifar10-train-00280,cifar10,official_train,label,8,ship,280,
cifar10-train-00281,cifar10,official_train,label,2,bird,281,
cifar10-train-00282,cifar10,official_train,label,1,automobile,282,
cifar10-train-00283,cifar10,official_train,label,2,bird,283,
cifar10-train-00284,cifar10,official_train,label,0,airplane,284,
cifar10-train-00285,cifar10,official_train,label,5,dog,285,
cifar10-train-00286,cifar10,official_train,label,6,frog,286,
cifar10-train-00287,cifar10,official_train,label,3,cat,287,
cifar10-train-00288,cifar10,official_train,label,2,bird,288,
cifar10-train-00289,cifar10,official_train,label,7,horse,289,
cifar10-train-00290,cifar10,official_train,label,8,ship,290,
cifar10-train-00291,cifar10,official_train,label,8,ship,291,
cifar10-train-00292,cifar10,official_train,label,6,frog,292,
cifar10-train-00293,cifar10,official_train,label,0,airplane,293,
cifar10-train-00294,cifar10,official_train,label,7,horse,294,
cifar10-train-00295,cifar10,official_train,label,9,truck,295,
cifar10-train-00296,cifar10,official_train,label,4,deer,296,
cifar10-train-00297,cifar10,official_train,label,5,dog,297,
cifar10-train-00298,cifar10,official_train,label,6,frog,298,
cifar10-train-00299,cifar10,official_train,label,4,deer,299,
cifar10-train-00300,cifar10,official_train,label,2,bird,300,
cifar10-train-00301,cifar10,official_train,label,1,automobile,301,
cifar10-train-00302,cifar10,official_train,label,1,automobile,302,
cifar10-train-00303,cifar10,official_train,label,2,bird,303,
cifar10-train-00304,cifar10,official_train,label,1,automobile,304,
cifar10-train-00305,cifar10,official_train,label,5,dog,305,
cifar10-train-00306,cifar10,official_train,label,9,truck,306,
cifar10-train-00307,cifar10,official_train,label,9,truck,307,
cifar10-train-00308,cifar10,official_train,label,0,airplane,308,
cifar10-train-00309,cifar10,official_train,label,8,ship,309,
cifar10-train-00310,cifar10,official_train,label,4,deer,310,
cifar10-train-00311,cifar10,official_train,label,1,automobile,311,
cifar10-train-00312,cifar10,official_train,label,1,automobile,312,
cifar10-train-00313,cifar10,official_train,label,6,frog,313,
cifar10-train-00314,cifar10,official_train,label,3,cat,314,
cifar10-train-00315,cifar10,official_train,label,3,cat,315,
cifar10-train-00316,cifar10,official_train,label,9,truck,316,
cifar10-train-00317,cifar10,official_train,label,0,airplane,317,
cifar10-train-00318,cifar10,official_train,label,7,horse,318,
cifar10-train-00319,cifar10,official_train,label,9,truck,319,
cifar10-train-00320,cifar10,official_train,label,7,horse,320,
cifar10-train-00321,cifar10,official_train,label,7,horse,321,
cifar10-train-00322,cifar10,official_train,label,9,truck,322,
cifar10-train-00323,cifar10,official_train,label,1,automobile,323,
cifar10-train-00324,cifar10,official_train,label,5,dog,324,
cifar10-train-00325,cifar10,official_train,label,1,automobile,325,
cifar10-train-00326,cifar10,official_train,label,6,frog,326,
cifar10-train-00327,cifar10,official_train,label,6,frog,327,
cifar10-train-00328,cifar10,official_train,label,8,ship,328,
cifar10-train-00329,cifar10,official_train,label,7,horse,329,
cifar10-train-00330,cifar10,official_train,label,1,automobile,330,
cifar10-train-00331,cifar10,official_train,label,3,cat,331,
cifar10-train-00332,cifar10,official_train,label,0,airplane,332,
cifar10-train-00333,cifar10,official_train,label,3,cat,333,
cifar10-train-00334,cifar10,official_train,label,3,cat,334,
cifar10-train-00335,cifar10,official_train,label,2,bird,335,
cifar10-train-00336,cifar10,official_train,label,4,deer,336,
cifar10-train-00337,cifar10,official_train,label,5,dog,337,
cifar10-train-00338,cifar10,official_train,label,7,horse,338,
cifar10-train-00339,cifar10,official_train,label,5,dog,339,
cifar10-train-00340,cifar10,official_train,label,9,truck,340,
cifar10-train-00341,cifar10,official_train,label,0,airplane,341,
cifar10-train-00342,cifar10,official_train,label,3,cat,342,
cifar10-train-00343,cifar10,official_train,label,4,deer,343,
cifar10-train-00344,cifar10,official_train,label,0,airplane,344,
cifar10-train-00345,cifar10,official_train,label,4,deer,345,
cifar10-train-00346,cifar10,official_train,label,4,deer,346,
cifar10-train-00347,cifar10,official_train,label,6,frog,347,
cifar10-train-00348,cifar10,official_train,label,0,airplane,348,
cifar10-train-00349,cifar10,official_train,label,0,airplane,349,
cifar10-train-00350,cifar10,official_train,label,6,frog,350,
cifar10-train-00351,cifar10,official_train,label,6,frog,351,
cifar10-train-00352,cifar10,official_train,label,0,airplane,352,
cifar10-train-00353,cifar10,official_train,label,8,ship,353,
cifar10-train-00354,cifar10,official_train,label,1,automobile,354,
cifar10-train-00355,cifar10,official_train,label,6,frog,355,
cifar10-train-00356,cifar10,official_train,label,2,bird,356,
cifar10-train-00357,cifar10,official_train,label,9,truck,357,
cifar10-train-00358,cifar10,official_train,label,2,bird,358,
cifar10-train-00359,cifar10,official_train,label,5,dog,359,
cifar10-train-00360,cifar10,official_train,label,9,truck,360,
cifar10-train-00361,cifar10,official_train,label,6,frog,361,
cifar10-train-00362,cifar10,official_train,label,7,horse,362,
cifar10-train-00363,cifar10,official_train,label,4,deer,363,
cifar10-train-00364,cifar10,official_train,label,1,automobile,364,
cifar10-train-00365,cifar10,official_train,label,8,ship,365,
cifar10-train-00366,cifar10,official_train,label,7,horse,366,
cifar10-train-00367,cifar10,official_train,label,3,cat,367,
cifar10-train-00368,cifar10,official_train,label,6,frog,368,
cifar10-train-00369,cifar10,official_train,label,9,truck,369,
cifar10-train-00370,cifar10,official_train,label,3,cat,370,
cifar10-train-00371,cifar10,official_train,label,0,airplane,371,
cifar10-train-00372,cifar10,official_train,label,4,deer,372,
cifar10-train-00373,cifar10,official_train,label,0,airplane,373,
cifar10-train-00374,cifar10,official_train,label,5,dog,374,
cifar10-train-00375,cifar10,official_train,label,1,automobile,375,
cifar10-train-00376,cifar10,official_train,label,0,airplane,376,
cifar10-train-00377,cifar10,official_train,label,3,cat,377,
cifar10-train-00378,cifar10,official_train,label,4,deer,378,
cifar10-train-00379,cifar10,official_train,label,8,ship,379,
cifar10-train-00380,cifar10,official_train,label,5,dog,380,
cifar10-train-00381,cifar10,official_train,label,4,deer,381,
cifar10-train-00382,cifar10,official_train,label,7,horse,382,
cifar10-train-00383,cifar10,official_train,label,2,bird,383,
cifar10-train-00384,cifar10,official_train,label,3,cat,384,
cifar10-train-00385,cifar10,official_train,label,9,truck,385,
cifar10-train-00386,cifar10,official_train,label,7,horse,386,
cifar10-train-00387,cifar10,official_train,label,6,frog,387,
cifar10-train-00388,cifar10,official_train,label,7,horse,388,
cifar10-train-00389,cifar10,official_train,label,1,automobile,389,
cifar10-train-00390,cifar10,official_train,label,4,deer,390,
cifar10-train-00391,cifar10,official_train,label,7,horse,391,
cifar10-train-00392,cifar10,official_train,label,0,airplane,392,
cifar10-train-00393,cifar10,official_train,label,1,automobile,393,
cifar10-train-00394,cifar10,official_train,label,7,horse,394,
cifar10-train-00395,cifar10,official_train,label,3,cat,395,
cifar10-train-00396,cifar10,official_train,label,1,automobile,396,
cifar10-train-00397,cifar10,official_train,label,8,ship,397,
cifar10-train-00398,cifar10,official_train,label,4,deer,398,
cifar10-train-00399,cifar10,official_train,label,4,deer,399,
cifar10-train-00400,cifar10,official_train,label,2,bird,400,
cifar10-train-00401,cifar10,official_train,label,0,airplane,401,
cifar10-train-00402,cifar10,official_train,label,2,bird,402,
cifar10-train-00403,cifar10,official_train,label,2,bird,403,
cifar10-train-00404,cifar10,official_train,label,0,airplane,404,
cifar10-train-00405,cifar10,official_train,label,0,airplane,405,
cifar10-train-00406,cifar10,official_train,label,9,truck,406,
cifar10-train-00407,cifar10,official_train,label,0,airplane,407,
cifar10-train-00408,cifar10,official_train,label,9,truck,408,
cifar10-train-00409,cifar10,official_train,label,6,frog,409,
cifar10-train-00410,cifar10,official_train,label,8,ship,410,
cifar10-train-00411,cifar10,official_train,label,2,bird,411,
cifar10-train-00412,cifar10,official_train,label,7,horse,412,
cifar10-train-00413,cifar10,official_train,label,7,horse,413,
cifar10-train-00414,cifar10,official_train,label,4,deer,414,
cifar10-train-00415,cifar10,official_train,label,0,airplane,415,
cifar10-train-00416,cifar10,official_train,label,3,cat,416,
cifar10-train-00417,cifar10,official_train,label,0,airplane,417,
cifar10-train-00418,cifar10,official_train,label,8,ship,418,
cifar10-train-00419,cifar10,official_train,label,9,truck,419,
cifar10-train-00420,cifar10,official_train,label,4,deer,420,
cifar10-train-00421,cifar10,official_train,label,2,bird,421,
cifar10-train-00422,cifar10,official_train,label,7,horse,422,
cifar10-train-00423,cifar10,official_train,label,2,bird,423,
cifar10-train-00424,cifar10,official_train,label,5,dog,424,
cifar10-train-00425,cifar10,official_train,label,2,bird,425,
cifar10-train-00426,cifar10,official_train,label,5,dog,426,
cifar10-train-00427,cifar10,official_train,label,1,automobile,427,
cifar10-train-00428,cifar10,official_train,label,9,truck,428,
cifar10-train-00429,cifar10,official_train,label,4,deer,429,
cifar10-train-00430,cifar10,official_train,label,8,ship,430,
cifar10-train-00431,cifar10,official_train,label,5,dog,431,
cifar10-train-00432,cifar10,official_train,label,1,automobile,432,
cifar10-train-00433,cifar10,official_train,label,7,horse,433,
cifar10-train-00434,cifar10,official_train,label,4,deer,434,
cifar10-train-00435,cifar10,official_train,label,4,deer,435,
cifar10-train-00436,cifar10,official_train,label,0,airplane,436,
cifar10-train-00437,cifar10,official_train,label,6,frog,437,
cifar10-train-00438,cifar10,official_train,label,9,truck,438,
cifar10-train-00439,cifar10,official_train,label,0,airplane,439,
cifar10-train-00440,cifar10,official_train,label,7,horse,440,
cifar10-train-00441,cifar10,official_train,label,8,ship,441,
cifar10-train-00442,cifar10,official_train,label,8,ship,442,
cifar10-train-00443,cifar10,official_train,label,9,truck,443,
cifar10-train-00444,cifar10,official_train,label,9,truck,444,
cifar10-train-00445,cifar10,official_train,label,3,cat,445,
cifar10-train-00446,cifar10,official_train,label,3,cat,446,
cifar10-train-00447,cifar10,official_train,label,4,deer,447,
cifar10-train-00448,cifar10,official_train,label,0,airplane,448,
cifar10-train-00449,cifar10,official_train,label,4,deer,449,
cifar10-train-00450,cifar10,official_train,label,5,dog,450,
cifar10-train-00451,cifar10,official_train,label,6,frog,451,
cifar10-train-00452,cifar10,official_train,label,6,frog,452,
cifar10-train-00453,cifar10,official_train,label,0,airplane,453,
cifar10-train-00454,cifar10,official_train,label,1,automobile,454,
cifar10-train-00455,cifar10,official_train,label,0,airplane,455,
cifar10-train-00456,cifar10,official_train,label,8,ship,456,
cifar10-train-00457,cifar10,official_train,label,0,airplane,457,
cifar10-train-00458,cifar10,official_train,label,4,deer,458,
cifar10-train-00459,cifar10,official_train,label,8,ship,459,
cifar10-train-00460,cifar10,official_train,label,8,ship,460,
cifar10-train-00461,cifar10,official_train,label,1,automobile,461,
cifar10-train-00462,cifar10,official_train,label,5,dog,462,
cifar10-train-00463,cifar10,official_train,label,2,bird,463,
cifar10-train-00464,cifar10,official_train,label,6,frog,464,
cifar10-train-00465,cifar10,official_train,label,8,ship,465,
cifar10-train-00466,cifar10,official_train,label,1,automobile,466,
cifar10-train-00467,cifar10,official_train,label,0,airplane,467,
cifar10-train-00468,cifar10,official_train,label,0,airplane,468,
cifar10-train-00469,cifar10,official_train,label,7,horse,469,
cifar10-train-00470,cifar10,official_train,label,7,horse,470,
cifar10-train-00471,cifar10,official_train,label,5,dog,471,
cifar10-train-00472,cifar10,official_train,label,9,truck,472,
cifar10-train-00473,cifar10,official_train,label,6,frog,473,
cifar10-train-00474,cifar10,official_train,label,2,bird,474,
cifar10-train-00475,cifar10,official_train,label,8,ship,475,
